,accountno,parcelnb,saledt,locationaddress,locationcity,locationzipcode,subdivisionid,subdivisiondescr,nbhd,occdescr,bltasoccdesc,bltasid,residentialsf,bsmntsf,bsmntfinsf,garagesf,grossacres,yrblt,salep,value
2144,R0032859,9711308013,2021-01-13,124 N SHIELDS ST,FORT COLLINS,80521,1133,MORGER-SMITH,19711,Single Family Residential,Ranch,1,1260,246,,240,.20000000,1941,530000.00,536300.00
2145,R0082449,9715309002,2021-01-13,1704 W LAKE ST,FORT COLLINS,80521,1048,FAIRVIEW WEST,19715,Single Family Residential,Ranch,1,1040,1040,300,312,.18000000,1966,405000.00,370700.00
2146,R0235229,9704208020,2021-01-13,1509 STATION CT,FORT COLLINS,80521,0338,STAGECOACH,19829,Single Family Residential,Split Level,7,1212,,,336,.23000000,1975,310000.00,300000.00
2147,R1591778,9717307068,2021-01-13,1220 CATALPA PL,FORT COLLINS,80521,18872,THE PONDS AT OVERLAND TRAIL 2ND,19722,Single Family Residential,2 Story,8,2302,1166,1166,960,.31000000,2004,714900.00,642800.00
2148,R1176951,9720138004,2021-01-13,3200 AZALEA DR D4,FORT COLLINS,80526,14812,APPLERIDGE TOWNHOMES,19722,Townhouse,Townhouse Two Story,68,896,112,,336,.01000000,1983,253000.00,232300.00
2149,R1390538,8729407121,2021-01-13,2712 RED CLOUD CT,FORT COLLINS,80525,17512,DAKOTA RIDGE PUD,18729,Single Family Residential,2 Story,8,1841,943,,551,.19000000,1994,510000.00,437700.00
2150,R1662372,8708144004,2021-01-13,2951 SUPERCUB LN,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2313,1056,,506,.13000000,2020,523120.00,469300.00
2151,R1662597,8708158008,2021-01-13,3045 RELIANT ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2132,892,,528,.14000000,2019,475000.00,456300.00
2152,R1662366,8708143006,2021-01-12,2914 CONQUEST ST,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2593,1069,,484,.13000000,2020,694000.00,486700.00
2153,R1629440,8829316003,2021-01-12,2315 CLIPPER WAY,FORT COLLINS,80524,8108,LIND PROPERTY,18933,Single Family Residential,Ranch,1,1459,1445,,400,.12000000,2008,375000.00,354500.00
2154,R1662373,8708144005,2021-01-12,2957 SUPERCUB LN,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,Ranch,1,1646,1646,1646,400,.13000000,2020,510420.00,464000.00
2155,R1373048,9727460005,2021-01-12,1218 PATTERSON CT,FORT COLLINS,80526,17472,KINGSTON WOODS PUD,19722,Single Family Residential,Ranch,1,1248,1217,916,460,.13000000,1994,424500.00,409000.00
2156,R1330250,9734305003,2021-01-12,1813 OVERLOOK DR,FORT COLLINS,80526,1718,OVERLOOK AT WOODRIDGE PUD,19734,Single Family Residential,2 Story,8,1750,1225,1021,400,.15000000,1992,449000.00,449000.00
2157,R1054376,9725122087,2021-01-12,801 E DRAKE RD F87,FORT COLLINS,80525,1387,SCOTCH PINES CONDO,19724,Condo unit,Condo <= 3 Stories,19,893,,,,.00000000,1974,229500.00,207800.00
2158,R0688797,9726311018,2021-01-12,3518 COLONY DR,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,Split Level,7,1630,,,730,.15000000,1980,435000.00,364500.00
2159,R1498649,9724166015,2021-01-12,1627 UKIAH LN,FORT COLLINS,80525,1882,PROSPECT COMMONS PUD,19724,Single Family Residential,Ranch,1,1390,1390,1310,420,.07000000,1999,525000.00,429600.00
2160,R0474398,9624206012,2021-01-12,412 DIAMOND DR,FORT COLLINS,80525,0344,COLLAND CENTER,19613,Single Family Residential,Bi Level 2 Story,4,1953,,,534,.28000000,1976,416500.00,335200.00
2161,R0732893,9722123014,2021-01-12,1705 HEATHERIDGE RD H302,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,576,,,,.00000000,1974,165000.00,148500.00
2162,R0023213,9710424006,2021-01-12,1216 W MULBERRY ST,FORT COLLINS,80521,1164,SCOTT SHERWOOD,19715,Single Family Residential,Ranch,1,693,,,231,.11000000,1949,342000.00,378700.00
2163,R0178071,9721233038,2021-01-12,3024 ROSS DR E38,FORT COLLINS,80526,122701,WILLOW LANE,19722,Townhouse,Townhouse Two Story,68,784,,,,.02000000,1974,212000.00,198600.00
2164,R0050890,9713118015,2021-01-12,748 EASTDALE DR,FORT COLLINS,80524,1034,EASTDALE PARK,19711,Single Family Residential,Ranch,1,960,696,216,240,.16000000,1949,478000.00,394600.00
2165,R0043982,9712309001,2021-01-12,382 E MOUNTAIN AVE,FORT COLLINS,80524,//10011,FTC BLK 11,170,Convenience Store,Convenience Store,419,1350,,,,.20000000,1955,890000.00,506200.00
2166,R0029815,9711230004,2021-01-11,223 N WHITCOMB ST,FORT COLLINS,80521,1221,WEST SIDE,19711,Single Family Residential,1? Story Fin,5,1659,120,,,.15000000,1901,570000.00,561200.00
2167,R0227579,9611107003,2021-01-11,5839 VENUS AVE,FORT COLLINS,80525,0221,SKYVIEW,19614,Single Family Residential,Ranch,1,1116,816,816,288,.19000000,1965,341000.00,323600.00
2168,R0031798,9711302015,2021-01-11,1014 W MOUNTAIN AVE,FORT COLLINS,80521,/110769,S11 T07 R69,19711,Single Family Residential,1? Story Fin,5,2138,676,,684,.22000000,1888,1187500.00,985200.00
2169,R0751227,9721226019,2021-01-11,2019 LANGSHIRE DR,FORT COLLINS,80526,10135,BROWN FARM,19722,Single Family Residential,1? Story Fin,5,1944,,,480,.16000000,1983,425000.00,408100.00
2170,R0628352,9721415012,2021-01-11,2225 AYRSHIRE DR,FORT COLLINS,80526,10133,BROWN FARM,19722,Single Family Residential,Ranch,1,1103,1103,1103,420,.16000000,1977,394500.00,370200.00
2171,R0241911,0601105246,2021-01-11,4800 HILLTOP DR,FORT COLLINS,80526,0212,HORSETOOTH LAKE ESTATES,19829,Single Family Residential,Ranch,1,1120,658,658,308,.42000000,1996,445000.00,414100.00
2172,R0719200,8622317056,2021-01-11,8113 MUMMY RANGE DR,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Split Level,7,1344,,,288,.13000000,1978,280000.00,264500.00
2173,R1343050,9735153013,2021-01-11,331 MAPLETON CT,FORT COLLINS,80526,172911,SOUTH GLEN,19734,Single Family Residential,2 Story,8,2050,734,,400,.28000000,1993,416000.00,460800.00
2174,R1216350,8730416011,2021-01-11,1901 MASSACHUSETTS ST,FORT COLLINS,80525,1570,TIMBERLINE VILLAGE PUD,19724,Single Family Residential,2 Story,8,1164,,,400,.22000000,1987,370000.00,346200.00
2175,R1396501,9725287029,2021-01-11,2700 STANFORD RD P29,FORT COLLINS,80525,15486,SCOTCH HIGHLANDS CONDOS,19724,Townhouse/Condo,Townhouse One Story,61,1200,1188,616,460,.00000000,1993,325000.00,349500.00
2176,R1662215,8708133011,2021-01-11,2656 SYKES DR,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2154,956,,596,.11000000,2019,479000.00,453500.00
2177,R1609647,8604407210,2021-01-08,3751 ECLIPSE LN,FORT COLLINS,80528,8040,WILLOW BROOK,18729,Single Family Residential,2 Story,8,1932,976,680,484,.12000000,2007,560000.00,483300.00
2178,R1592331,8729110021,2021-01-08,2838 DES MOINES DR,FORT COLLINS,80525,1997,"RIGDEN FARM 1ST FIL, FTC ",18729,Single Family Residential,2 Story,8,2322,1244,1244,609,.15000000,2004,530000.00,490700.00
2179,R1376047,8729310023,2021-01-08,3569 PIKE CIR N,FORT COLLINS,80525,1781,DAKOTA PINES PUD,18729,Single Family Residential,2 Story,8,1483,742,,400,.09000000,1994,390000.00,369700.00
2180,R1439545,9602115081,2021-01-08,4731 CREST RD,FORT COLLINS,80526,1839,COVENTRY,19601,Single Family Residential,2 Story,8,2844,1164,,620,.28000000,1997,607755.00,536700.00
2181,R1259539,8719420002,2021-01-08,2109 CREEKWOOD CT,FORT COLLINS,80525,16093,PARKWOOD EAST PATIO HOMES PUD CONDO,19724,Townhouse/Condo,Townhouse One Story,61,1369,851,643,418,.00000000,1987,432000.00,390400.00
2182,R0678635,9701132038,2021-01-08,605 BREWER DR,FORT COLLINS,80524,104421,EVERGREEN PARK,19836,Single Family Residential,Ranch,1,1207,1164,1084,400,.24000000,1995,425000.00,417700.00
2183,R0632864,9725410221,2021-01-08,3207 CAMELOT DR,FORT COLLINS,80525,117632,SOUTHMOOR VILLAGE,19724,Single Family Residential,Split Level,7,1640,528,528,450,.18000000,1976,425000.00,387700.00
2184,R0142379,8706131004,2021-01-08,1544 ADRIEL CT,FORT COLLINS,80524,03392,ADRIEL HILLS TWO,19836,Townhouse/Condo,Townhouse Two Story,68,1400,,,312,.00000000,1973,300000.00,266800.00
2185,R0080187,9715305098,2021-01-08,1032 MEADOWBROOK DR,FORT COLLINS,80521,11233,MILLER BROTHERS FOOTHILLS,19715,Single Family Residential,Ranch,1,1760,870,870,378,.24000000,1959,450000.00,466900.00
2186,R0171778,9716426071,2021-01-08,1305 CYPRESS DR,FORT COLLINS,80521,10396,ELLIOTT MILLER,19715,Duplex -side by side,Duplex One Story,51,1832,,,528,.18000000,1970,510000.00,434400.00
2187,R0075892,9715201037,2021-01-08,527 S BRYAN AVE,FORT COLLINS,80521,/150769,S15 T07 R69,19715,Single Family Residential,Ranch,1,1478,,,540,.11000000,1947,535000.00,344400.00
2188,R0052469,9713205019,2021-01-08,505 SMITH ST,FORT COLLINS,80524,//10165,FTC BLK 165,19711,Single Family Residential,Ranch,1,666,,,280,.11000000,1905,395000.00,399500.00
2189,M9054383,9733100031,2021-01-08,3717 S TAFT HILL RD 189,FORT COLLINS,80526,,,MH2,MH In Park,Single Wide,14,1152,,,,.00000000,2008,56750.00,28800.00
2190,R1636750,9709118011,2021-01-08,521 CORIANDER LN,FORT COLLINS,80521,8154,BELLWETHER FARM FTC (20050079725),19715,Single Family Residential,2 Story,8,2104,994,,440,.11000000,2008,552000.00,515500.00
2191,R1636202,8720224010,2021-01-08,2056 BLUE YONDER WAY,FORT COLLINS,80525,80942,SIDEHILL 2ND FTC (20050067435),18933,Single Family Residential,Ranch,1,1856,1856,,440,.12000000,2017,518500.00,498200.00
2192,R1624194,8609405031,2021-01-08,6039 WILD VIEW DR,FORT COLLINS,80528,8081,SWIFT ADDITION TO FOSSIL LAKE PUD,19613,Single Family Residential,Ranch,1,3060,3060,1965,1160,.53000000,2006,1730000.00,1166500.00
2193,R1662245,8708135014,2021-01-08,557 NAVION LN,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,2 Story,8,2622,1208,,632,.12000000,2020,530000.00,496500.00
2194,R1658050,9603206001,2021-01-08,4612 CHOKECHERRY TRL 1,FORT COLLINS,80526,1976,HARMONY RIDGE PUD,19601,Townhouse - 1/2 Duplex,Townhouse One Story,61,1354,938,938,396,.05000000,2014,470000.00,486700.00
2195,R1658580,8604134002,2021-01-07,3814 STEELHEAD ST 10B,FORT COLLINS,80528,8085019000,MORNINGSIDE VILLAGE CONDOS SUPP 19 BLD 10,18729,Condo unit,Condo <= 3 Stories,19,1413,,,180,.00000000,2015,349000.00,332300.00
2196,R1636669,9612161002,2021-01-07,1039 NIGHTINGALE DR 2,FORT COLLINS,80525,81042,"EAGLE CLIFFS CONDOS (LOT 10, BLK 3) FTC (20050073308)",19613,Condo unit,Condo <= 3 Stories,19,1601,,,480,.00000000,2004,360000.00,373800.00
2197,R1643108,9727314006,2021-01-07,3545 BIG BEN DR F,FORT COLLINS,80526,8200,"PLANTATION MANOR CONDOS, FTC (20060092805)",19722,Townhouse/Condo,Townhouse Two Story,68,1626,674,674,420,.00000000,2006,412500.00,392600.00
2198,R0065404,9713408272,2021-01-07,1104 MORGAN ST,FORT COLLINS,80524,12029,UNIVERSITY ACRES,19711,Single Family Residential,2 Story,8,2060,1150,910,576,.24000000,1967,620000.00,581500.00
2199,R0065706,9713408300,2021-01-07,1100 ROBERTSON ST,FORT COLLINS,80524,12029,UNIVERSITY ACRES,19711,Single Family Residential,Split Level,7,1622,,,288,.26000000,1972,424900.00,431500.00
2200,R0154563,9835205015,2021-01-07,2615 BAINBRIDGE ST,FORT COLLINS,80524,0121,ARTALICE,19829,Single Family Residential,Ranch,1,1344,1170,1090,,1.25000000,1972,540000.00,488700.00
2201,R0689092,9726312023,2021-01-07,3413 JUSTICE CT,FORT COLLINS,80526,105401,FOOTHILLS PARK,19722,Single Family Residential,Bi Level 2 Story,4,1740,,,480,.17000000,1981,395000.00,355100.00
2202,R1086391,8730339013,2021-01-07,1313 GREEN GABLES CT,FORT COLLINS,80525,128531,COLLINDALE  PUD,19724,Patio Home Single Family Residential,Ranch,1,1972,,,624,.12000000,1981,394400.00,412400.00
2203,R1200208,9735213011,2021-01-07,720 ARBOR AVE 11,FORT COLLINS,80526,15501,VILLAGE AT FOUR SEASONS,19734,Townhouse,Townhouse One Story,61,1152,1136,336,440,.08000000,1988,325000.00,347400.00
2204,R1593215,9615107104,2021-01-06,1438 REEVES DR,FORT COLLINS,80526,800001,REGISTRY RIDGE PUD 1ST CORRECTED PLAT OF FINAL PLAT (2000038232),19614,Single Family Residential,2 Story,8,2356,1492,,506,.14000000,2002,437000.00,447000.00
2205,R1201140,9735213034,2021-01-06,720 ARBOR AVE 34,FORT COLLINS,80526,15501,VILLAGE AT FOUR SEASONS,19734,Townhouse,Townhouse One Story,61,1436,920,848,400,.07000000,1986,365000.00,361000.00
2206,R1054414,9725122094,2021-01-06,801 E DRAKE RD E94,FORT COLLINS,80525,1387,SCOTCH PINES CONDO,19724,Condo unit,Condo <= 3 Stories,19,666,,,,.00000000,1974,205000.00,180500.00
2207,R0114332,9724309097,2021-01-06,2500 MATHEWS ST,FORT COLLINS,80525,11744,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1846,,,456,.26000000,1960,387000.00,436200.00
2208,R0130095,9725125036,2021-01-06,3112 SWALLOW BEND,FORT COLLINS,80525,117621,SOUTHMOOR VILLAGE,19724,Townhouse,Townhouse Two Story,68,1536,750,750,480,.09000000,1979,331000.00,334100.00
2209,M9055245,9733100030,2021-01-06,2300 W COUNTY ROAD 38E 70,FORT COLLINS,80526,,,MH2,MH In Park,Double Wide,15,1344,,,,.00000000,2016,97300.00,53700.00
2210,M9055286,9836300008,2021-01-06,301 SPAULDING LN 6,FORT COLLINS,80524,,,MH4,MH In Park,Single Wide,14,924,,,,.00000000,2016,69000.00,41500.00
2211,R1630055,8729160176,2021-01-05,2944 DENVER DR,FORT COLLINS,80525,19976,RIGDEN FARM,18729,Single Family Residential,2 Story,8,1861,897,,505,.11000000,2014,.00,392400.00
2212,R1662234,8708135003,2021-01-05,556 VICOT WAY,FORT COLLINS,80524,8255002000,EAST RIDGE 2nd FILING,18933,Single Family Residential,Ranch,1,1901,1901,,420,.12000000,2020,460150.00,454700.00
2213,R1659480,9735165031,2021-01-05,3860 MANHATTAN AVE 6,FORT COLLINS,80526,8170002000,MANHATTAN TOWNHOMES 2nd FIL,19734,Townhouse,Townhouse Two Story,68,1330,,,360,.03000000,2016,340000.00,328700.00
2214,R0114456,9724309108,2021-01-05,209 PRINCETON RD,FORT COLLINS,80525,11744,SOUTH COLLEGE HEIGHTS,19724,Single Family Residential,Ranch,1,1402,,,506,.30000000,1959,370000.00,370000.00
2215,R0080314,9715305111,2021-01-05,2004 CLEARVIEW AVE,FORT COLLINS,80521,11233,MILLER BROTHERS FOOTHILLS,19715,Single Family Residential,Ranch,1,1547,809,410,528,.26000000,1960,467500.00,419500.00
2216,R0748242,8730315354,2021-01-05,3242 FERNWOOD LN,FORT COLLINS,80525,117733,SOUTHMOOR VILLAGE EAST,19724,Single Family Residential,Split Level,7,1638,350,,480,.18000000,1979,450000.00,410900.00
2217,R0727059,9721420014,2021-01-05,2530 LEGHORN DR,FORT COLLINS,80526,10134,BROWN FARM,19722,Single Family Residential,Ranch,1,1146,1120,1120,440,.18000000,1979,460500.00,408000.00
2218,R0715611,8730210036,2021-01-05,1117 CENTENNIAL RD,FORT COLLINS,80525,1267,EASTBOROUGH,19724,Single Family Residential,1? Story Fin,5,1928,1064,,472,.40000000,1978,615000.00,493200.00
2219,R0770787,9711438010,2021-01-05,415 S HOWES ST N810,FORT COLLINS,80521,1326,PARK LANE TOWERS CONDO,19711,Condo unit,Condo > 3 Stories,20,963,,,,.00000000,1970,375000.00,298700.00
2220,R1222686,8731321011,2021-01-05,4143 HARBOR WALK DR,FORT COLLINS,80525,1579,HARBOR WALK ESTATES PUD,19601,Single Family Residential,Ranch,1,2627,2627,2351,1178,.31000000,1988,1375000.00,926200.00
2221,R1599457,8605484002,2021-01-05,2909 COUNTY FAIR LN,FORT COLLINS,80528,8014,HARVEST PARK,18729,Townhouse - 1/2 Duplex,Townhouse Two Story,68,2055,812,756,584,.07000000,2002,460000.00,445100.00
2222,R1607785,8608322018,2021-01-04,6209 CLYMER CIR,FORT COLLINS,80528,0679,WESTCHASE PUD,18729,Single Family Residential,2 Story,8,3487,2025,,640,.23000000,2003,762500.00,644100.00
2223,R1469312,9614208098,2021-01-04,625 FLAGLER RD,FORT COLLINS,80525,1851,RIDGEWOOD HILLS PUD,19614,Single Family Residential,2 Story,8,1909,969,969,506,.17000000,1997,530000.00,431000.00
2224,R1484311,9723247024,2021-01-04,627 GILGALAD WAY,FORT COLLINS,80526,1868,WINDTRAIL ON SPRING CREEK PUD,19722,Single Family Residential,Ranch,1,1847,1847,1607,621,.20000000,1998,653295.00,575300.00
2225,R1367714,8607311028,2021-01-04,6436 SOUTHRIDGE GREENS BLVD,FORT COLLINS,80525,17402,PARAGON POINT PUD,19613,Single Family Residential,Ranch,1,2382,1658,1658,750,.34000000,1993,715000.00,629500.00
2226,R1261959,8606329035,2021-01-04,5430 FAIRWAY SIX DR,FORT COLLINS,80525,1626,FAIRWAY FIVE ESTATES PUD AT SOUTHRIDGE GREENS,19613,Single Family Residential,2 Story,8,2831,1950,1394,724,.45000000,1992,775000.00,705600.00
2227,R1221990,9735215018,2021-01-04,618 WABASH ST,FORT COLLINS,80526,13335,FOUR SEASONS PUD,19734,Single Family Residential,Bi Level 2 Story,4,2336,,,440,.14000000,1986,435000.00,391700.00
2228,R1098110,8719218013,2021-01-04,1440 EDORA RD 13,FORT COLLINS,80525,131601,EDORA ACRES PUD,19724,Townhouse,Townhouse Two Story,68,1056,,,,.02000000,1984,260000.00,249100.00
2229,R1027336,9727405002,2021-01-04,3106 SHARPS ST,FORT COLLINS,80526,1356,WAGON WHEEL,19722,Single Family Residential,Split Level,7,1368,,,418,.16000000,1984,386000.00,349500.00
2230,R0129852,9725306014,2021-01-04,3123 SWALLOW PL,FORT COLLINS,80525,117621,SOUTHMOOR VILLAGE,19724,Townhouse,Townhouse Two Story,68,1260,,,300,.04000000,1972,289900.00,250300.00
2231,M9049831,9702100028,2021-01-04,1601 N COLLEGE AVE 248,FORT COLLINS,80524,,,MH2,MH In Park,Single Wide,14,1216,,,,.00000000,2000,68000.00,30400.00
2232,R0001368,8718305100,2021-01-04,1313 LUKE ST,FORT COLLINS,80524,10764,HIGHLANDER HEIGHTS,18933,Single Family Residential,Ranch,1,1582,1582,,461,.22000000,1961,513500.00,422100.00
2233,R0060313,9713327004,2021-01-04,30 CIRCLE DR,FORT COLLINS,80524,1021,CIRCLE DRIVE,19711,Single Family Residential,1? Story Fin,5,2282,,,624,.14000000,1946,617000.00,569600.00
2234,R1652021,8720349101,2021-01-04,2445 WINDROW DR B101,FORT COLLINS,80525,8151010000,SIDEHILL CONDOS BLK 2 SUPP 10 BLDG B,18933,Condo unit,Condo <= 3 Stories,19,1241,,,,.00000000,2011,290000.00,307600.00
2235,R1652038,8720349302,2021-01-04,2445 WINDROW DR B302,FORT COLLINS,80525,8151010000,SIDEHILL CONDOS BLK 2 SUPP 10 BLDG B,18933,Condo unit,Condo <= 3 Stories,19,941,,,,.00000000,2011,269000.00,266800.00
2236,M0981826,9613200014,2021-01-03,517 E TRILBY RD 112,FORT COLLINS,80525,,,MH2,MH In Park,Single Wide,14,924,,,,.00000000,1971,4500.00,9200.00
2237,R0062499,9713408004,2021-02-26,1501 STOVER ST,FORT COLLINS,80524,12021,UNIVERSITY ACRES,19711,Single Family Residential,Ranch,1,1519,,,456,.21000000,1960,415000.00,415300.00
2238,R0136450,9726219006,2021-02-26,700 MORSMAN DR,FORT COLLINS,80526,12304,WOODWEST,19722,Single Family Residential,Ranch,1,1092,1092,883,494,.21000000,1977,515000.00,380800.00
2239,R0091138,9716121009,2021-02-26,833 GALLUP RD,FORT COLLINS,80521,10661,GREENFIELD MANOR,19715,Single Family Residential,Bi Level 2 Story,4,1632,,,288,.20000000,1975,450500.00,346900.00
2240,R0096458,9716424078,2021-02-26,2429 CLEARVIEW AVE,FORT COLLINS,80521,11212,MILLER,19715,Duplex -side by side,Duplex One Story,51,2032,,,576,.24000000,1967,399368.00,439200.00
2241,R0108804,9724201033,2021-02-26,408 E STUART ST,FORT COLLINS,80525,/240769,S24 T07 R69,19724,Duplex -side by side,Duplex One Story,51,1994,,,288,.25000000,1955,493000.00,513000.00
2242,R0719609,8622318026,2021-02-26,8340 PEAK VIEW DR H13,FORT COLLINS,80528,03972,MOUNTAIN RANGE SHADOWS,19613,Single Family Residential,Split Level,7,1344,,,288,.15000000,1979,313000.00,268400.00
2243,R0734497,9722130016,2021-02-26,1705 HEATHERIDGE RD O304,FORT COLLINS,80526,1301,HEATHERIDGE LAKES CONDO,19722,Condo unit,Condo <= 3 Stories,19,576,,,,.00000000,1974,160000.00,150100.00
2244,R1246747,8719419004,2021-02-26,2120 CREEKWOOD CT,FORT COLLINS,80525,16092,PARKWOOD EAST PATIO HOMES PUD CONDO,19724,Townhouse/Condo,Townhouse One Story,61,1467,984,840,399,.00000000,1986,481000.00,435100.00
2245,R1272357,9727434002,2021-02-26,3449 LAREDO LN L2,FORT COLLINS,80526,15981,CASA GRANDE CONDOS,19722,Townhouse/Condo,Townhouse Two Story,68,1756,,,440,.00000000,1986,338000.00,314500.00
2246,R1422847,8614408006,2021-02-26,7546 VARDON WAY,FORT COLLINS,80528,04553,PTARMIGAN,28623,Single Family Residential,Ranch,1,2236,1852,1852,668,.28000000,2000,655000.00,595500.00
2247,R1475703,9613219001,2021-02-26,6608 KEVIN DR,FORT COLLINS,80525,018003,TRILBY HEIGHTS,19613,Triplex,Triplex One Story,71,3417,,,704,.39000000,1996,620000.00,597400.00
2248,R1592391,8729110081,2021-02-26,2838 CANBY WAY,FORT COLLINS,80525,1997,"RIGDEN FARM 1ST FIL, FTC ",18729,Single Family Residential,Ranch,1,1443,1407,1107,700,.13000000,2002,546000.00,422900.00
2249,R1587028,8704105301,2021-02-26,1214 GAELIC PL,FORT COLLINS,80524,1971,WATERGLEN PUD,18933,Single Family Residential,2 Story,8,1400,,,200,.09000000,2002,340000.00,297500.00
2250,R1599983,9614318035,2021-02-26,620 JANSEN DR,FORT COLLINS,80525,18513,"RIDGEWOOD HILLS PUD, THIRD FILING",19614,Single Family Residential,Split Level,7,1800,702,,395,.15000000,2001,413000.00,376500.00
2251,R1606762,9603219040,2021-02-26,4609 CHOKECHERRY TRL 5,FORT COLLINS,80526,1976,HARMONY RIDGE PUD,19601,Townhouse,Townhouse Two Story,68,2040,1000,,440,.06000000,2000,460850.00,435600.00
2252,R1604274,9734141024,2021-02-26,1445 SAILCREST CT,FORT COLLINS,80526,19063,"MOUNTAIN RIDGE FARM PUD, 3RD FILING",19734,Townhouse,Townhouse Two Story,68,1456,749,641,462,.07000000,2002,409900.00,376900.00
2253,R1615382,9603219018,2021-02-26,4603 MORNING DOVE CT 18,FORT COLLINS,80526,1976,HARMONY RIDGE PUD,19601,Townhouse,Townhouse Two Story,68,1402,744,,420,.05000000,2000,385000.00,358900.00
2254,R1628379,8832227021,2021-02-26,2309 FORECASTLE DR,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Split Level,7,1767,383,,570,.11000000,2014,425000.00,354100.00
2255,R1628155,8832214020,2021-02-26,2456 THOREAU DR,FORT COLLINS,80524,8098,"MAPLE HILL, FTC (20040004921)",18933,Single Family Residential,Split Level,7,1463,565,565,596,.14000000,2006,400000.00,352700.00
